CUSTOMERID,INVOICEID,INVOICEDATE,AMOUNT,QUANTITY,PAYMENTMETHOD
CUST0043,INV04098,2024-03-06 11:21:33.000,50.73,3,Bank Transfer
CUST0268,INV03448,2024-03-06 13:03:42.000,385.75,3,Bank Transfer
CUST0080,INV04726,2024-03-06 13:43:59.000,279.36,6,PayPal
CUST0432,INV01115,2024-03-06 20:50:10.000,255.86,9,Credit Card
CUST0397,INV03621,2024-03-07 02:37:47.000,287.13,7,Gift Card
CUST0358,INV02915,2024-03-07 04:14:48.000,486.43,5,Credit Card
CUST0247,INV01221,2024-03-07 07:02:41.000,334.69,4,PayPal
CUST0377,INV00438,2024-03-07 09:00:01.000,77.65,2,PayPal
CUST0250,INV01203,2024-03-07 18:27:53.000,99.17,2,Gift Card
CUST0448,INV03551,2024-03-07 19:11:44.000,166.25,6,Credit Card
CUST0439,INV01937,2024-03-08 02:23:05.000,177.76,9,Bank Transfer
CUST0456,INV04675,2024-03-08 10:01:28.000,156.46,8,Gift Card
CUST0206,INV01163,2024-03-08 11:40:18.000,330.46,1,Gift Card
CUST0220,INV04159,2024-03-08 14:07:14.000,278.55,10,PayPal
CUST0216,INV04324,2024-03-08 18:28:27.000,306.70,3,Gift Card
CUST0045,INV01433,2024-03-09 02:30:13.000,404.91,2,Credit Card
CUST0137,INV02444,2024-03-09 03:35:51.000,359.71,9,Bank Transfer
CUST0399,INV04106,2024-03-09 07:58:21.000,144.65,1,Gift Card
CUST0098,INV04737,2024-03-09 12:29:30.000,321.32,4,Bank Transfer
CUST0344,INV03412,2024-03-09 15:50:54.000,358.03,8,PayPal
CUST0075,INV04512,2024-03-10 00:10:44.000,308.93,2,Bank Transfer
CUST0314,INV02032,2024-03-10 05:51:01.000,17.64,7,PayPal
CUST0375,INV04712,2024-03-10 06:57:08.000,354.62,1,Credit Card
CUST0113,INV00708,2024-03-10 16:38:25.000,365.37,5,PayPal
CUST0095,INV04262,2024-03-10 22:18:38.000,480.12,2,Bank Transfer
CUST0404,INV00992,2024-03-10 22:24:38.000,121.81,7,Gift Card
CUST0472,INV03678,2024-03-11 16:56:19.000,486.66,1,Bank Transfer
CUST0125,INV04877,2024-03-11 21:46:25.000,454.37,1,Bank Transfer
CUST0308,INV00280,2024-03-12 04:35:08.000,402.42,4,Bank Transfer
CUST0034,INV01164,2024-03-12 07:29:48.000,332.40,5,Bank Transfer
CUST0095,INV02834,2024-03-12 14:39:13.000,122.71,1,Credit Card
CUST0046,INV00292,2024-03-12 18:20:25.000,118.90,4,Bank Transfer
CUST0244,INV04739,2024-03-12 21:31:54.000,64.06,7,Bank Transfer
CUST0313,INV03664,2024-03-13 00:26:43.000,101.77,7,Credit Card
CUST0468,INV04748,2024-03-13 00:47:11.000,59.13,6,PayPal
CUST0307,INV02828,2024-03-13 03:38:52.000,274.82,7,Bank Transfer
CUST0393,INV01367,2024-03-13 06:11:03.000,198.66,6,Gift Card
CUST0311,INV02122,2024-03-13 07:58:01.000,364.63,7,Gift Card
CUST0342,INV03531,2024-03-13 13:23:11.000,427.99,7,Bank Transfer
CUST0317,INV01309,2024-03-13 13:47:42.000,84.72,9,PayPal
CUST0485,INV03972,2024-03-13 14:49:13.000,255.05,2,Gift Card
CUST0395,INV01817,2024-03-13 21:09:30.000,187.96,2,Bank Transfer
CUST0437,INV01738,2024-03-14 01:30:52.000,105.15,10,Credit Card
CUST0169,INV01731,2024-03-14 07:09:06.000,56.11,6,Bank Transfer
CUST0296,INV01229,2024-03-14 07:48:54.000,371.09,5,Credit Card
CUST0029,INV00635,2024-03-14 08:32:15.000,419.20,5,Bank Transfer
CUST0273,INV01793,2024-03-14 10:01:19.000,371.95,4,PayPal
CUST0391,INV03157,2024-03-14 17:29:31.000,295.60,9,Bank Transfer
CUST0387,INV02021,2024-03-14 22:33:01.000,421.14,2,Credit Card
CUST0301,INV04840,2024-03-14 23:22:09.000,407.96,5,Credit Card
CUST0329,INV01173,2024-03-14 23:25:21.000,28.57,10,Gift Card
CUST0386,INV03099,2024-03-15 07:39:45.000,295.46,1,PayPal
CUST0376,INV01142,2024-03-15 12:23:41.000,221.72,7,PayPal
CUST0294,INV03808,2024-03-15 12:57:49.000,441.23,7,Credit Card
CUST0401,INV04997,2024-03-15 13:39:27.000,290.43,7,Bank Transfer
CUST0188,INV04590,2024-03-15 16:28:34.000,483.70,6,Credit Card
CUST0456,INV04692,2024-03-16 06:22:33.000,23.49,7,Bank Transfer
CUST0290,INV01701,2024-03-16 09:48:51.000,303.38,1,Bank Transfer
CUST0192,INV02066,2024-03-16 12:06:25.000,325.56,4,Gift Card
CUST0007,INV01120,2024-03-16 16:52:07.000,241.28,9,PayPal
CUST0492,INV03958,2024-03-16 17:17:55.000,208.10,6,Credit Card
CUST0328,INV01881,2024-03-16 20:07:05.000,177.92,9,Bank Transfer
CUST0108,INV03141,2024-03-17 04:20:32.000,88.38,10,Bank Transfer
CUST0206,INV04287,2024-03-17 04:27:36.000,155.91,1,PayPal
CUST0284,INV01285,2024-03-17 14:45:48.000,465.50,1,Gift Card
CUST0371,INV01763,2024-03-18 03:30:40.000,192.88,6,Gift Card
CUST0409,INV02586,2024-03-18 04:08:01.000,26.62,10,PayPal
CUST0178,INV01807,2024-03-18 07:01:23.000,413.09,3,Gift Card
CUST0371,INV04492,2024-03-18 07:33:48.000,206.77,4,PayPal
CUST0414,INV04949,2024-03-18 11:31:53.000,110.31,2,Gift Card
CUST0186,INV01887,2024-03-18 13:07:41.000,173.18,5,Bank Transfer
CUST0389,INV04680,2024-03-18 18:05:39.000,109.58,1,Bank Transfer
CUST0149,INV00008,2024-03-18 18:14:41.000,30.61,2,Bank Transfer
CUST0293,INV02920,2024-03-18 20:14:52.000,219.95,9,Credit Card
CUST0487,INV04219,2024-03-19 01:14:19.000,203.64,6,PayPal
CUST0089,INV02437,2024-03-19 06:03:13.000,412.93,4,Credit Card
CUST0407,INV02219,2024-03-19 07:28:05.000,352.47,1,Bank Transfer
CUST0028,INV04747,2024-03-19 10:48:36.000,301.76,2,Bank Transfer
CUST0144,INV00142,2024-03-19 13:32:49.000,302.46,3,Bank Transfer
CUST0471,INV02222,2024-03-19 20:05:55.000,129.18,3,Credit Card
CUST0068,INV03521,2024-03-19 21:56:39.000,13.55,9,Credit Card
CUST0478,INV03176,2024-03-20 11:27:55.000,129.59,4,PayPal
CUST0347,INV04812,2024-03-20 12:21:35.000,108.03,7,Gift Card
CUST0372,INV00156,2024-03-20 15:02:12.000,352.73,4,Gift Card
CUST0103,INV00877,2024-03-20 17:34:44.000,213.01,5,Gift Card
CUST0444,INV03743,2024-03-20 19:48:34.000,92.26,6,PayPal
CUST0338,INV00528,2024-03-20 21:36:38.000,483.91,7,PayPal
CUST0465,INV03459,2024-03-21 00:22:25.000,251.41,2,PayPal
CUST0050,INV04410,2024-03-21 03:57:35.000,421.36,8,Gift Card
CUST0173,INV03458,2024-03-21 07:41:44.000,167.27,2,PayPal
CUST0029,INV00615,2024-03-21 09:27:43.000,330.11,1,PayPal
CUST0007,INV00707,2024-03-21 09:54:52.000,211.51,9,Credit Card
CUST0303,INV04073,2024-03-21 10:57:28.000,96.29,7,Gift Card
CUST0293,INV03363,2024-03-21 11:58:20.000,386.38,10,Credit Card
CUST0319,INV02771,2024-03-21 14:45:49.000,100.51,7,Gift Card
CUST0286,INV03694,2024-03-21 14:49:44.000,428.13,6,Credit Card
CUST0277,INV03707,2024-03-21 15:57:06.000,16.10,7,Bank Transfer
CUST0181,INV04795,2024-03-21 16:38:25.000,53.41,6,Gift Card
CUST0227,INV03136,2024-03-21 18:40:34.000,439.83,1,Bank Transfer
CUST0476,INV01609,2024-03-21 18:43:24.000,370.35,1,Credit Card
CUST0486,INV03345,2024-03-21 19:41:14.000,179.02,6,Bank Transfer
CUST0404,INV04307,2024-03-22 06:23:10.000,110.80,7,Gift Card
CUST0033,INV00442,2024-03-22 11:51:55.000,138.92,6,Credit Card
CUST0496,INV01277,2024-03-22 13:14:09.000,396.49,9,Gift Card
CUST0426,INV01690,2024-03-22 14:07:48.000,275.43,3,Credit Card
CUST0452,INV01857,2024-03-22 17:24:02.000,392.89,6,Credit Card
CUST0205,INV04373,2024-03-22 18:48:21.000,265.45,6,Credit Card
CUST0457,INV04970,2024-03-23 00:52:12.000,400.79,1,Gift Card
CUST0294,INV02526,2024-03-23 02:03:45.000,315.65,7,Gift Card
CUST0015,INV03946,2024-03-23 02:10:32.000,56.85,10,Credit Card
CUST0158,INV03239,2024-03-23 02:38:26.000,141.93,4,Bank Transfer
CUST0260,INV04998,2024-03-23 06:31:35.000,380.60,8,Bank Transfer
CUST0139,INV03627,2024-03-23 07:04:43.000,335.03,2,Bank Transfer
CUST0495,INV01527,2024-03-23 09:27:56.000,151.99,9,PayPal
CUST0353,INV01248,2024-03-23 14:14:57.000,302.12,3,Gift Card
CUST0283,INV03092,2024-03-23 14:27:25.000,156.19,5,Bank Transfer
CUST0002,INV03198,2024-03-23 15:32:17.000,281.09,10,Gift Card
CUST0273,INV02445,2024-03-23 18:45:01.000,333.65,4,Gift Card
CUST0179,INV04810,2024-03-23 20:49:10.000,269.34,6,Gift Card
CUST0139,INV00473,2024-03-24 00:38:18.000,404.00,9,Gift Card
CUST0177,INV04139,2024-03-24 05:11:53.000,395.67,9,Credit Card
CUST0380,INV01546,2024-03-24 09:29:00.000,483.97,3,PayPal
CUST0227,INV00496,2024-03-24 11:42:19.000,160.86,7,Bank Transfer
CUST0134,INV03816,2024-03-24 12:52:26.000,43.67,9,Gift Card
CUST0304,INV01228,2024-03-24 15:31:41.000,469.23,2,Bank Transfer
CUST0083,INV04642,2024-03-24 15:55:56.000,199.69,5,Bank Transfer
CUST0283,INV01003,2024-03-24 16:11:28.000,163.00,6,PayPal
CUST0156,INV00058,2024-03-24 19:37:00.000,478.94,1,PayPal
CUST0291,INV00262,2024-03-24 20:19:11.000,298.09,2,Credit Card
CUST0338,INV04102,2024-03-25 09:18:51.000,316.92,7,Gift Card
CUST0354,INV04341,2024-03-25 09:50:43.000,423.04,6,PayPal
CUST0221,INV00981,2024-03-25 09:54:26.000,65.84,4,Credit Card
CUST0440,INV03509,2024-03-25 12:25:17.000,277.60,5,Credit Card
CUST0088,INV03228,2024-03-25 13:37:15.000,57.23,4,PayPal
CUST0448,INV01826,2024-03-25 13:50:59.000,127.26,8,PayPal
CUST0313,INV04959,2024-03-25 18:34:31.000,482.52,7,Gift Card
CUST0217,INV01930,2024-03-26 00:03:57.000,193.64,3,Credit Card
CUST0378,INV02730,2024-03-26 00:10:47.000,347.55,9,Bank Transfer
CUST0425,INV02760,2024-03-26 01:26:08.000,65.34,4,Bank Transfer
CUST0202,INV00938,2024-03-26 02:01:53.000,193.04,2,Bank Transfer
CUST0386,INV03878,2024-03-26 05:54:51.000,84.67,4,Bank Transfer
CUST0439,INV03814,2024-03-26 07:42:12.000,75.07,1,Bank Transfer
CUST0231,INV00478,2024-03-26 14:14:57.000,374.85,5,Bank Transfer
CUST0250,INV00394,2024-03-26 16:36:40.000,476.25,6,PayPal
CUST0294,INV04564,2024-03-26 22:42:38.000,40.85,10,PayPal
CUST0404,INV04898,2024-03-27 10:10:01.000,133.67,10,Credit Card
CUST0148,INV00130,2024-03-27 16:57:24.000,78.75,6,Gift Card
CUST0208,INV03311,2024-03-27 18:06:14.000,149.14,8,Gift Card
CUST0148,INV00841,2024-03-27 21:59:43.000,282.99,1,Credit Card
CUST0468,INV01095,2024-03-27 22:31:28.000,385.11,1,Credit Card
CUST0234,INV04652,2024-03-27 22:32:01.000,189.75,5,Credit Card
CUST0414,INV00182,2024-03-28 08:30:09.000,220.37,9,Credit Card
CUST0323,INV00623,2024-03-28 08:35:24.000,269.18,2,Gift Card
CUST0387,INV03305,2024-03-28 09:06:00.000,480.85,2,PayPal
CUST0341,INV01898,2024-03-28 16:50:02.000,108.16,10,Bank Transfer
CUST0477,INV04474,2024-03-28 17:07:07.000,449.62,3,PayPal
CUST0352,INV01463,2024-03-28 17:55:54.000,424.56,5,Gift Card
CUST0055,INV03386,2024-03-28 19:37:19.000,278.99,7,Credit Card
CUST0164,INV01990,2024-03-28 23:23:12.000,274.78,2,PayPal
CUST0352,INV01347,2024-03-29 11:09:48.000,307.83,2,PayPal
CUST0088,INV01291,2024-03-29 13:27:29.000,192.91,2,Bank Transfer
CUST0372,INV02479,2024-03-29 16:14:15.000,93.73,10,Bank Transfer
CUST0307,INV04892,2024-03-29 20:26:12.000,361.50,5,PayPal
CUST0260,INV03246,2024-03-29 20:30:59.000,272.12,3,Credit Card
CUST0009,INV04859,2024-03-29 20:33:51.000,119.83,7,Gift Card
CUST0224,INV00932,2024-03-29 21:53:57.000,66.85,8,Credit Card
CUST0023,INV00565,2024-03-30 06:39:23.000,462.86,4,PayPal
CUST0085,INV02232,2024-03-30 10:07:19.000,131.06,7,Bank Transfer
CUST0240,INV01761,2024-03-30 19:33:08.000,277.92,1,Gift Card
CUST0456,INV00687,2024-03-30 23:45:02.000,308.93,4,Gift Card
CUST0298,INV01821,2024-03-31 07:35:47.000,330.02,7,Gift Card
CUST0253,INV04359,2024-03-31 08:54:41.000,180.55,3,Credit Card
CUST0081,INV04754,2024-03-31 15:02:25.000,291.85,4,Bank Transfer
CUST0095,INV04382,2024-03-31 16:24:24.000,369.42,7,Bank Transfer
CUST0240,INV01714,2024-04-01 02:41:08.000,301.28,2,Bank Transfer
CUST0172,INV04095,2024-04-01 04:31:27.000,130.58,3,PayPal
CUST0154,INV02317,2024-04-01 05:26:44.000,254.45,7,Credit Card
CUST0297,INV02826,2024-04-01 07:20:33.000,354.51,8,Credit Card
CUST0397,INV01518,2024-04-01 08:54:24.000,335.33,10,Gift Card
CUST0006,INV01730,2024-04-01 10:57:47.000,105.96,6,PayPal
CUST0207,INV00147,2024-04-01 12:29:30.000,262.65,5,Bank Transfer
CUST0293,INV04751,2024-04-01 17:26:12.000,485.13,1,Credit Card
CUST0023,INV01778,2024-04-02 06:50:45.000,113.50,7,Credit Card
CUST0421,INV02722,2024-04-02 06:59:40.000,360.30,5,Credit Card
CUST0493,INV03277,2024-04-02 07:43:50.000,377.01,6,PayPal
CUST0319,INV03397,2024-04-02 16:20:25.000,53.18,4,Credit Card
CUST0329,INV03643,2024-04-02 18:36:43.000,134.01,9,Gift Card
CUST0328,INV03881,2024-04-03 03:35:53.000,224.58,8,Gift Card
CUST0033,INV00738,2024-04-03 06:02:26.000,69.17,3,Gift Card
CUST0359,INV02557,2024-04-04 00:43:00.000,466.92,2,Bank Transfer
CUST0388,INV02622,2024-04-04 06:10:12.000,244.23,5,Bank Transfer
CUST0232,INV02278,2024-04-04 06:33:46.000,83.02,3,Gift Card
CUST0335,INV03316,2024-04-04 10:45:23.000,184.49,8,PayPal
CUST0262,INV00405,2024-04-04 14:57:49.000,54.37,6,Credit Card
CUST0213,INV04915,2024-04-04 18:29:08.000,383.19,5,Bank Transfer
CUST0415,INV03379,2024-04-04 21:54:22.000,78.25,9,Credit Card
CUST0003,INV01485,2024-04-05 05:50:58.000,467.71,1,Bank Transfer
CUST0268,INV04794,2024-04-05 06:35:24.000,65.80,9,Gift Card
CUST0490,INV02653,2024-04-05 13:14:25.000,59.40,7,Bank Transfer
CUST0453,INV02732,2024-04-05 14:33:15.000,221.09,3,Credit Card
CUST0463,INV02518,2024-04-05 14:34:43.000,79.87,4,Bank Transfer
CUST0356,INV03901,2024-04-05 16:53:52.000,248.56,8,Bank Transfer
CUST0284,INV04104,2024-04-05 20:15:45.000,108.84,8,Gift Card
CUST0087,INV03400,2024-04-05 20:40:40.000,89.96,6,Credit Card
CUST0107,INV00636,2024-04-06 02:07:07.000,292.92,6,Bank Transfer
CUST0201,INV02121,2024-04-06 02:30:13.000,87.58,9,Bank Transfer
CUST0117,INV04744,2024-04-06 07:48:25.000,244.16,3,Bank Transfer
CUST0099,INV04654,2024-04-06 10:32:36.000,344.40,10,Credit Card
CUST0377,INV00946,2024-04-06 14:20:40.000,405.11,5,PayPal
CUST0173,INV04697,2024-04-06 23:04:10.000,150.76,8,Bank Transfer
CUST0485,INV03811,2024-04-07 07:44:52.000,205.31,6,Bank Transfer
CUST0206,INV00046,2024-04-07 08:12:37.000,225.09,9,PayPal
CUST0052,INV01319,2024-04-07 10:09:22.000,221.14,5,Gift Card
CUST0245,INV00466,2024-04-07 18:11:17.000,470.43,1,Bank Transfer
CUST0226,INV03396,2024-04-07 22:04:11.000,215.29,4,Bank Transfer
CUST0354,INV01853,2024-04-07 23:56:48.000,468.80,4,PayPal
CUST0373,INV02312,2024-04-08 01:50:45.000,246.51,2,PayPal
CUST0432,INV04668,2024-04-08 04:18:46.000,124.26,2,Gift Card
CUST0250,INV04588,2024-04-08 06:04:17.000,161.42,7,Bank Transfer
CUST0251,INV00595,2024-04-08 07:02:47.000,347.05,8,PayPal
CUST0059,INV04181,2024-04-08 07:48:33.000,50.48,6,Credit Card
CUST0055,INV00452,2024-04-08 11:17:46.000,283.73,9,Bank Transfer
CUST0487,INV01798,2024-04-08 15:24:55.000,375.92,2,Gift Card
CUST0419,INV00103,2024-04-08 16:53:32.000,395.07,6,Credit Card
CUST0309,INV01828,2024-04-08 18:17:32.000,227.39,4,PayPal
CUST0249,INV03727,2024-04-09 00:40:44.000,408.35,8,Credit Card
CUST0181,INV03815,2024-04-09 05:12:16.000,135.12,2,PayPal
CUST0215,INV03567,2024-04-09 08:15:57.000,417.17,1,Gift Card
CUST0050,INV02013,2024-04-09 10:07:55.000,437.33,3,Bank Transfer
CUST0213,INV04755,2024-04-09 20:07:08.000,456.68,8,Gift Card
CUST0048,INV04397,2024-04-09 20:30:46.000,419.03,9,PayPal
CUST0096,INV03512,2024-04-09 22:03:27.000,388.11,6,Bank Transfer
CUST0325,INV03031,2024-04-10 03:37:46.000,62.00,10,Bank Transfer
CUST0413,INV02432,2024-04-10 20:33:13.000,132.66,10,PayPal
CUST0237,INV00881,2024-04-10 20:52:17.000,82.39,3,Bank Transfer
CUST0285,INV03426,2024-04-11 03:01:00.000,213.32,2,Gift Card
CUST0460,INV00428,2024-04-11 15:03:57.000,469.49,7,Gift Card
CUST0059,INV00649,2024-04-11 16:34:40.000,17.48,10,Credit Card
CUST0112,INV03986,2024-04-11 20:43:45.000,171.03,10,Credit Card
CUST0150,INV03843,2024-04-11 21:21:31.000,464.76,4,Credit Card
CUST0106,INV00583,2024-04-11 23:39:56.000,329.71,10,PayPal
CUST0330,INV03005,2024-04-12 01:51:04.000,482.79,1,Gift Card
CUST0147,INV00990,2024-04-12 06:12:48.000,257.46,2,Bank Transfer
CUST0291,INV00021,2024-04-12 07:10:24.000,340.46,4,PayPal
CUST0338,INV03550,2024-04-12 07:22:20.000,296.41,3,Bank Transfer
CUST0344,INV00594,2024-04-12 11:37:38.000,494.24,4,Credit Card
CUST0467,INV03214,2024-04-12 12:25:51.000,484.44,6,Gift Card
CUST0207,INV02484,2024-04-12 14:04:33.000,396.44,6,Bank Transfer
CUST0499,INV04598,2024-04-12 19:45:43.000,152.51,9,Bank Transfer
CUST0139,INV03113,2024-04-12 20:54:09.000,361.20,3,Credit Card
CUST0378,INV00512,2024-04-13 00:50:23.000,497.32,4,Gift Card
CUST0101,INV04314,2024-04-13 00:58:05.000,345.72,2,Gift Card
CUST0219,INV03818,2024-04-13 05:33:16.000,18.32,4,Bank Transfer
CUST0098,INV04494,2024-04-13 13:38:06.000,38.85,5,Bank Transfer
CUST0363,INV00710,2024-04-13 13:53:04.000,479.32,2,PayPal
CUST0182,INV00703,2024-04-13 16:33:48.000,478.53,7,Bank Transfer
CUST0081,INV04385,2024-04-13 16:59:58.000,349.63,4,Bank Transfer
CUST0427,INV04592,2024-04-14 00:09:02.000,249.02,9,Credit Card
CUST0230,INV04717,2024-04-14 04:37:37.000,133.90,3,Credit Card
CUST0160,INV01464,2024-04-14 07:57:18.000,91.17,4,Gift Card
CUST0343,INV01720,2024-04-14 10:48:43.000,455.52,4,PayPal
CUST0169,INV03209,2024-04-14 14:34:43.000,246.41,9,PayPal
CUST0084,INV00477,2024-04-14 18:51:32.000,39.42,5,Gift Card
CUST0263,INV00352,2024-04-15 02:41:39.000,156.47,9,Bank Transfer
CUST0488,INV02460,2024-04-15 07:12:05.000,404.63,8,Bank Transfer
CUST0050,INV00426,2024-04-15 12:08:01.000,96.94,10,Credit Card
CUST0292,INV03774,2024-04-15 14:03:50.000,347.97,10,Credit Card
CUST0483,INV01748,2024-04-15 17:45:16.000,451.72,4,PayPal
CUST0326,INV04833,2024-04-15 19:10:31.000,310.96,10,Gift Card
CUST0289,INV00083,2024-04-15 21:45:28.000,127.83,7,Bank Transfer
CUST0047,INV03023,2024-04-15 22:11:48.000,454.63,9,Gift Card
CUST0063,INV00511,2024-04-15 22:48:48.000,487.55,4,Gift Card
CUST0343,INV03440,2024-04-15 23:12:46.000,435.38,4,PayPal
CUST0435,INV02923,2024-04-15 23:35:21.000,151.60,10,Bank Transfer
CUST0246,INV03721,2024-04-16 00:52:12.000,365.94,1,PayPal
CUST0215,INV02969,2024-04-16 05:40:52.000,248.56,9,Credit Card
CUST0320,INV02084,2024-04-16 05:50:33.000,157.05,7,PayPal
CUST0468,INV03624,2024-04-16 06:04:21.000,261.19,5,PayPal
CUST0499,INV01512,2024-04-16 18:58:23.000,139.28,2,PayPal
CUST0064,INV01235,2024-04-17 05:21:33.000,143.99,10,Gift Card
CUST0477,INV00460,2024-04-17 07:33:35.000,455.86,8,PayPal
CUST0150,INV03497,2024-04-17 08:44:40.000,295.82,4,PayPal
CUST0470,INV00027,2024-04-17 13:36:51.000,470.91,6,PayPal
CUST0434,INV01230,2024-04-17 14:46:07.000,200.19,7,Bank Transfer
CUST0413,INV00053,2024-04-17 15:42:33.000,236.88,1,Gift Card
CUST0095,INV00838,2024-04-17 18:57:58.000,225.44,2,PayPal
CUST0462,INV01145,2024-04-17 20:18:18.000,116.45,8,Gift Card
CUST0073,INV01511,2024-04-18 00:27:49.000,481.50,8,Gift Card
CUST0239,INV04596,2024-04-18 05:44:13.000,59.86,7,Gift Card
CUST0477,INV04842,2024-04-18 07:01:08.000,393.43,2,Credit Card
CUST0191,INV02877,2024-04-18 07:23:37.000,487.62,10,PayPal
CUST0071,INV02536,2024-04-18 08:06:17.000,332.06,9,Credit Card
CUST0225,INV02844,2024-04-18 12:11:58.000,418.70,6,Credit Card
CUST0033,INV03877,2024-04-18 13:29:58.000,161.20,8,Credit Card
CUST0227,INV04634,2024-04-18 19:42:58.000,92.80,4,Gift Card
CUST0131,INV03321,2024-04-18 23:48:14.000,434.12,10,Gift Card
CUST0299,INV04221,2024-04-19 15:05:30.000,128.50,6,Credit Card
CUST0003,INV01296,2024-04-19 16:30:26.000,181.36,3,Gift Card
CUST0283,INV04647,2024-04-19 18:16:11.000,43.88,6,Credit Card
CUST0053,INV04148,2024-04-20 02:35:10.000,208.35,10,PayPal
CUST0347,INV04134,2024-04-20 02:50:36.000,134.07,5,Gift Card
CUST0199,INV02156,2024-04-20 07:48:10.000,380.42,7,Credit Card
CUST0070,INV00231,2024-04-20 17:19:08.000,488.17,7,Gift Card
CUST0026,INV02957,2024-04-20 18:05:23.000,145.73,3,PayPal
CUST0140,INV01154,2024-04-20 18:14:33.000,85.21,6,PayPal
CUST0023,INV02909,2024-04-20 23:09:40.000,478.37,8,Credit Card
CUST0074,INV00423,2024-04-20 23:32:32.000,399.36,3,Bank Transfer
CUST0221,INV03007,2024-04-21 07:06:23.000,206.15,6,Gift Card
CUST0076,INV00803,2024-04-21 10:29:38.000,360.82,7,Bank Transfer
CUST0065,INV02914,2024-04-21 10:53:26.000,469.47,4,Gift Card
CUST0338,INV03636,2024-04-21 14:01:56.000,293.93,6,PayPal
CUST0068,INV00655,2024-04-21 15:23:59.000,55.53,8,Credit Card
CUST0343,INV02368,2024-04-21 15:47:00.000,311.04,2,Bank Transfer
CUST0352,INV04331,2024-04-21 18:44:28.000,331.09,5,Gift Card
CUST0145,INV04060,2024-04-21 20:51:21.000,340.90,4,PayPal
CUST0491,INV01467,2024-04-21 22:37:42.000,260.56,10,Gift Card
CUST0178,INV04803,2024-04-22 06:36:16.000,488.70,10,PayPal
CUST0092,INV04485,2024-04-22 07:21:21.000,115.41,4,Credit Card
CUST0245,INV01207,2024-04-22 08:18:11.000,247.75,2,Credit Card
CUST0072,INV00287,2024-04-22 13:45:51.000,363.43,8,Bank Transfer
CUST0470,INV02034,2024-04-22 14:22:09.000,420.52,1,PayPal
CUST0151,INV02566,2024-04-22 15:15:28.000,260.03,2,Gift Card
CUST0427,INV04143,2024-04-22 18:23:34.000,171.78,9,Credit Card
CUST0408,INV03273,2024-04-22 20:29:21.000,312.43,10,PayPal
CUST0361,INV04035,2024-04-22 23:11:09.000,66.58,4,Bank Transfer
CUST0375,INV04403,2024-04-22 23:15:08.000,28.27,7,Bank Transfer
CUST0448,INV01417,2024-04-22 23:31:58.000,358.98,7,PayPal
CUST0494,INV01089,2024-04-23 03:16:15.000,174.47,5,Gift Card
CUST0482,INV03674,2024-04-23 03:32:49.000,351.67,5,Credit Card
CUST0491,INV02426,2024-04-23 07:05:10.000,285.59,2,Credit Card
CUST0424,INV03423,2024-04-23 08:46:45.000,300.19,10,Credit Card
CUST0200,INV01002,2024-04-23 09:04:49.000,365.30,3,Bank Transfer
CUST0156,INV02635,2024-04-23 10:04:30.000,149.34,9,Gift Card
CUST0328,INV03918,2024-04-23 13:31:45.000,99.53,8,Gift Card
CUST0361,INV01733,2024-04-23 16:11:03.000,133.99,1,Credit Card
CUST0318,INV04723,2024-04-23 19:14:25.000,320.79,1,Credit Card
CUST0041,INV03279,2024-04-23 20:53:00.000,15.11,9,PayPal
CUST0381,INV04344,2024-04-23 23:20:18.000,468.95,3,Credit Card
CUST0198,INV00842,2024-04-24 02:57:51.000,148.97,10,Bank Transfer
CUST0243,INV00311,2024-04-24 08:25:56.000,353.92,4,Credit Card
CUST0466,INV02992,2024-04-24 11:27:13.000,13.88,6,Bank Transfer
CUST0170,INV00316,2024-04-24 11:29:06.000,124.91,1,Credit Card
CUST0074,INV02059,2024-04-24 16:52:21.000,150.56,3,Gift Card
CUST0306,INV00922,2024-04-25 05:36:51.000,135.55,2,Credit Card
CUST0231,INV01425,2024-04-25 08:16:59.000,323.07,10,Credit Card
CUST0458,INV02570,2024-04-25 15:54:04.000,412.11,9,PayPal
CUST0067,INV03751,2024-04-25 17:12:28.000,97.83,5,Credit Card
CUST0108,INV00105,2024-04-25 17:42:27.000,224.84,5,Credit Card
CUST0455,INV00243,2024-04-25 20:17:56.000,193.97,2,Credit Card
CUST0282,INV01816,2024-04-26 01:26:35.000,210.17,4,Gift Card
CUST0239,INV00840,2024-04-26 01:52:48.000,64.05,3,Gift Card
CUST0203,INV02403,2024-04-26 06:05:59.000,75.15,4,Bank Transfer
CUST0359,INV04476,2024-04-26 08:06:25.000,379.84,7,Gift Card
CUST0473,INV00055,2024-04-26 08:46:04.000,230.40,6,Credit Card
CUST0403,INV03075,2024-04-26 08:56:30.000,45.77,5,Credit Card
CUST0084,INV02554,2024-04-26 12:16:07.000,38.51,8,PayPal
CUST0074,INV01014,2024-04-26 13:09:32.000,257.84,8,Gift Card
CUST0320,INV01025,2024-04-26 13:20:16.000,210.72,4,Gift Card
CUST0038,INV02443,2024-04-26 16:39:52.000,85.33,2,Gift Card
CUST0198,INV01039,2024-04-26 20:03:19.000,475.18,5,Credit Card
CUST0113,INV02657,2024-04-26 20:18:22.000,89.17,7,Bank Transfer
CUST0070,INV03825,2024-04-27 00:06:24.000,421.94,6,PayPal
CUST0262,INV03870,2024-04-27 01:18:54.000,310.95,9,PayPal
CUST0096,INV00129,2024-04-27 01:45:25.000,248.47,9,PayPal
